well_nm,well_ta_id,api_cd_10,compl_style,stim_start_dt,stim_end_dt,vintage,field_nm,geologic_location,target_formation,vendor,eff_treated_lateral_length,stage_count,avg_slurry_rate,max_slurry_rate,treat_pressure_max,treat_pressure_avg,total_proppant,mid_point_tvd_avg,total_co2_vol,mid_point_latitude_avg,mid_point_longitude_avg,open_well_head_pressure_avg,pump_time_stg,avg_clusters_stg,stg_sp,frac_csg,total_clean_vol,total_slurry_vol,gal_ftl,lb_ft,lb_clusters,bbls_clusters,slurry_rate_clusters,perc_100m,perc_sw,perc_gel,avg_acid_bbl_stg,stg1_owhp_gradient,fresh_bbl,prod_bbl,Date 120 Cum,Oil 120 Cum,Water 120 Cum,Gas 120 Cum,Gas BOE 120 Cum,HydroCarb 120 Cum,Date 120 Upday Cum,Oil 120 Upday Cum,Water 120 Upday Cum,Gas 120 Upday Cum,Gas BOE 120 Upday Cum,HydroCarb 120 Upday Cum,sap_cost,engineer_est_cost,field_est_cost,cp_cost,max_cost_col,cp_stim_cost,plug_life_cycle_cost,P_AveTOC,P_BVW,P_CAL,P_DRHO,P_DTC,P_DTS,P_EDYN,P_GR,P_GRKTH,P_NPHIL,P_PE,P_Phie,P_PhiT,P_POTA,P_PRDYN,P_RDEEP,P_RHOB,P_RMED,P_RMICRO,P_RSHAL,P_SwT,P_THOR,P_URAN,P_VAnhy,P_VClay,P_VDol,P_VGlau,P_VHalite,P_VHc,P_VLime,P_VPyrite,P_VQuartz,P_VTOC,P_VWater,P_VDol_VLime,REL_AVG_DIST_TOP,REL_MIN_DIST_TOP,REL_MAX_DIST_TOP,REL_STD_DIST_TOP,REL_AVG_ISO,REL_MIN_ISO,REL_MAX_ISO,REL_STD_ISO
MONT BLANC 111CH,153456690.0,4238936894,ZP,2018-09-03 04:30:00,2018-09-15 15:45:00,2018,ALPINE,CENTRAL TROUGH NORTH,LOWER WOODFORD,LEGEND FLEET 3,4712.001,22.0,77.997273,83.0,10152.0,8300.6,8971760.0,12340.9,0.0,31.205656498076923,-103.89087293461539,2673.8,11971.727273,8.0,214.181864,"508""x5.5""",254346.0,263378.0,53.97834169,1904.02336502,50975.909091,1445.147727,0.4431663239,1.0,0.7979008811808946,0.19609361845428525,69.78260869565217,0.6056468743160689,267255.0,,2019-01-06,,181571.518,454311.606,75718.601003,75718.601003,2019-01-06,,181571.518,454311.606,75718.601003,75718.601003,2490807.46,2520000.0,2470531.99,2520000.0,ENGINEER ESTIMATE,2028637.48374,8392.952381,5.427462516830087,0.008756439070697453,8.867064201800208,0.010654211088571876,79.39228974039781,126.48025330720344,4.737231040381189,200.7656402453401,55.07336349691201,0.16488180296216198,2.8909911060452544,0.0523481687774553,0.07470736180902296,2.102745358743961,0.17490083640372975,58.60177065193266,2.3822761379700093,,,45.95225306188488,0.4231567311414401,6.393004805893238,19.569763087888717,0.0,0.14909645088350745,0.0028134463984960433,0.0,0.0,0.044446158935184735,0.0766489599235563,0.013132077944316409,0.6045013128466453,0.10145962420168278,0.00788793090302578,0.07946240632205231,299.0663831064058,257.04089999999184,322.0805999999877,14.156986458367333,443.8603241802292,408.85740000004097,465.08199999997464,13.072616869488755
MONT BLANC 112BH,153456710.0,4238936895,ZP,2018-09-02 06:45:00,2018-09-14 21:45:00,2018,ALPINE,CENTRAL TROUGH NORTH,MIDDLE WOODFORD,LEGEND FLEET 3,4872.999,22.0,84.368,90.0,10005.0,7777.4,15081360.0,11757.6,0.0,31.207316955925926,-103.88917904074074,2109.1,15575.090909,8.0,221.499955,"508""x5.5""",327037.0,342652.0,67.11205974,3094.88263798,85689.545455,1858.164773,0.4793636,1.0,0.9896662358197792,0.00448780615826734,68.53846153846153,0.6010914809739472,304826.0,,2019-01-06,,171402.687,1522940.847,253823.474504,253823.474504,2019-01-06,,171402.687,1522940.847,253823.474504,253823.474504,2925664.51,3070000.0,2995013.28,3070000.0,ENGINEER ESTIMATE,2231126.701295,17975.297619,5.544817493190858,0.0007088056394636299,8.921906492118133,0.009336878922655669,77.47455108070633,122.7618233495048,5.081049175183725,329.78281939761075,57.67476596504152,0.17984032106693054,3.2108161168116363,0.03442795363867144,0.06261072762367964,2.033725796756087,0.16873984144292212,137.93526231451074,2.422335495343752,,,101.12477563571285,0.33372516364015903,7.2658102681766685,36.3668076290252,0.0,0.187924196435294,0.010324034525766315,0.0,0.0,0.03388069905306476,0.09480887902757423,0.017780175286035788,0.5493521195638503,0.10538422685879163,0.0005469232188043932,0.10513291355334058,204.62133645415264,171.97019999998832,217.8140000000114,7.873759439775992,448.6794546812054,409.6718999999691,473.1406000000324,14.832186886662463
MONT BLANC 1H,173533.0,4238935184,P,2016-06-01 07:30:00,2016-06-07 03:00:00,2016,ALPINE,CENTRAL TROUGH NORTH,MIDDLE WOODFORD,FTS INTERNATIONAL,4306.001,22.0,87.681818,92.0,9749.0,6742.9,7792168.0,12006.3,0.0,31.206472135,-103.899870055,2613.8,9172.5,1.4023668639053255,195.727318,"508""x5.5""",201969.0,201795.0,46.90407643,1809.60663966,252565.47602608363,6546.367663981588,2.8420075262754123,0.9365618490655175,0.9887404385517593,0.0,100.36363636363636,0.5998671111397758,196100.0,,2016-10-06,1049.197,120097.0,1212695.0,202115.833335,203165.030335,2016-10-06,1049.197,120097.0,1212695.0,202115.833335,203165.030335,2079272.06,,1753086.81,2079272.06,SAP,1432791.3867616223,33745.854286,7.0376588734321395,0.0004511653865426958,8.92012104992475,0.01224544749402834,79.52024201213658,126.71500643005876,4.706069834028484,385.9577443005754,52.80131587631172,0.19557597661114506,3.2494020907504773,0.04863174116064485,0.07115915773646055,1.7032434865767598,0.17507665142128742,221.189049354305,2.3629789348861143,,,137.63884283331512,0.24565299292882906,7.378594362583708,43.5979270790913,0.0,0.15020549428245752,0.010934579294084257,0.0,0.0,0.04825082989474138,0.11169199066871646,0.019719795738118027,0.5276474170531791,0.13116475545717068,0.0003789473194042085,0.12262656996280072,159.21335942158422,137.7316000000081,174.54420000000346,9.360012401756219,426.45085492771835,414.6522999999712,440.571299999967,8.097194169870274
MONT BLANC 201AH,178528.0,4238935227,P,2016-07-01 07:45:00,2016-07-12 12:30:00,2016,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,FTS INTERNATIONAL,4502.001,23.0,81.813043,87.9,9457.0,7117.6,8124020.0,11298.6,0.0,31.206795517391303,-103.8957298026087,2948.5,9706.043478,7.869565217391305,195.739174,"508""x5.5""",212632.0,223239.0,47.2305537,1804.53536105,44884.08839779005,1174.7624309392265,0.4520057624309392,0.9358473450291245,0.9893025246041934,0.0,100.0,0.5319227789624861,215004.0,,2016-11-29,23418.37,109752.967,744609.811,124101.635163,147520.005163,2016-11-29,23418.37,109752.967,744609.811,124101.635163,147520.005163,1712911.99,,1511133.02,1712911.99,SAP,1594984.4021394046,11781.286818,4.003535033266504,0.0003628342895638567,8.89726700759926,0.0078005168249978924,83.89533055316734,136.3824054359196,4.3418141038317,162.30768286583657,63.04337234092543,0.2377892786425589,3.0391043498055352,0.04979633628662571,0.08743868553405364,1.9229458712762784,0.1950854328073822,55.66675739639512,2.44341768263958,,,41.799997870340256,0.3943170381828987,9.850469952810089,13.205987387739524,0.0,0.2508902421354457,0.21331137412346401,0.0,0.0,0.04932219666595837,0.01564446561380484,0.008292216769968589,0.3839169961135154,0.07813330018573034,0.00048602498649383155,0.22895583973726896,136.87585122724835,82.40629999999263,155.09230000001014,12.562833619136624,638.4572092890662,624.3549999999834,677.3643000000138,11.538983226899322
MONT BLANC 202AH,153448531.0,4238935775,P,2017-06-13 11:00:00,2017-06-18 15:00:00,2017,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,PUMPCO FLEET 5,3282.001,16.0,68.5375,74.0,8720.0,6553.4,6685080.0,11327.7,0.0,31.208449585,-103.88642040875,2935.6,12352.9375,5.0,205.125063,"508""x5.5""",191225.0,197647.0,58.26475982,2036.89151831,83563.5,2390.3125,0.8567188,0.8976392618695694,0.9916370041658173,0.0,100.0,0.5453374503519326,191319.0,,2017-11-07,16472.075,81314.673,598093.548,99682.258002,116154.333002,2017-11-07,16472.075,81314.673,598093.548,99682.258002,116154.333002,1953814.13,1965000.0,1812678.33,1965000.0,ENGINEER ESTIMATE,1539480.509958,16497.866667,4.756257724044498,0.001085950687840076,8.90361449790986,0.003179060244360641,82.47143549045516,131.3412043457674,4.7123588830955745,160.8879943202912,56.467284850592,0.2190232375704479,2.9387497355752696,0.0582280726869979,0.08523941227800713,1.842639809288931,0.17482829869223968,99.1253920025502,2.418982355429548,,,70.59443573277628,0.33957758397648996,8.4640139887578,14.230850699605242,0.0,0.1800665652611588,0.21599405370091054,0.0,0.0,0.05711321723556531,0.03958232350688992,0.008310194318426955,0.4068707573219511,0.09095150880655907,0.0011185457031095988,0.25557637720780074,91.33734058320535,35.21970000000119,124.99969999998983,26.46787501248645,614.4382438202795,606.4125999999663,631.4521000000339,7.854450013267435
MONT BLANC 203CH,153448532.0,4238935777,P,2017-06-20 22:45:00,2017-06-30 19:15:00,2017,ALPINE,CENTRAL TROUGH NORTH,LOWER BARNETT,PUMPCO FLEET 5,4868.999,26.0,68.415385,73.5,9000.0,6795.4,10673175.0,11802.7,0.0,31.20641370846154,-103.88511069230769,2629.4,11894.807692,7.730769230769231,187.269192,"508""x5.5""",296275.0,309265.0,60.84926286,2192.06760979,53100.37313432836,1474.004975124378,0.3403750497512438,0.8925399424257543,0.991129796186147,0.0,101.92307692307692,0.5394897193832854,298753.0,,2017-11-15,1495.231,235759.303,463461.316,77243.55267,78738.78367,2017-11-15,1495.231,235759.303,463461.316,77243.55267,78738.78367,2904316.65,2902000.0,2674133.8,2904316.65,SAP,2694312.632360861,11719.0636,3.2803278119605936,0.0012771522889382105,8.871643704973591,0.01818415826643916,77.34903141818229,125.33276857392171,5.151616424998877,165.75705227510392,81.08456835079535,0.1845849179476035,3.463537568009129,0.04184202354958701,0.07239416134785816,2.5723713953941805,0.19253791083925487,122.85410933629791,2.4965660285521385,,,70.2755472132994,0.375797580512964,11.376510580235767,10.951849903199179,0.0,0.2036478590192819,0.15208470523402193,0.0,0.0,0.040556933100143286,0.10987310444203804,0.016950278382615338,0.4099801523721329,0.06563878520793041,0.0012678922785218842,0.26195780967606025,535.7512108567142,506.23109999997826,568.3872000000607,16.13766484253102,617.4508401303217,603.4882999999791,651.6460000000435,10.340007453788044
MONT BLANC 204AH,153460992.0,4238937615,ZP,2019-04-29 16:15:00,2019-05-06 14:45:00,2019,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,LEGEND FLEET 4,4865.0,18.0,79.372222,82.0,8745.0,7594.5,7576380.0,11245.5,0.0,31.207117826666668,-103.90027694277778,2944.5,10278.722222,12.0,270.277778,"508""x5.5""",177360.0,185017.0,36.456321,1557.323741,35075.833333,821.111111,0.3674639907,1.0,0.9980895227178225,0.0,42.5,0.6492404173730905,9932.0,168034.0,2019-09-13,16299.592,95252.809,486031.65,81005.275,97304.867,2019-09-13,16299.592,95252.809,486031.65,81005.275,97304.867,1580479.59,1600000.0,1406381.0,1600000.0,ENGINEER ESTIMATE,1333597.088,11615.411765,4.731869164253474,0.0010556594341209246,8.909918300032436,0.008619747222030662,84.11401632991388,133.2687593932697,4.2642617630290465,156.44711404148424,61.24826648600015,0.2181560784068156,2.8269208586052996,0.06055677393335915,0.08868365551651823,1.830066664408212,0.1674962008193149,81.20325954862966,2.404068890543477,,,58.998151075155256,0.3092202795623021,10.081715292975154,12.838878040535073,0.0,0.187525797255487,0.1733178242659673,0.0,0.0,0.05947940318367648,0.004590137490814121,0.009948961402581077,0.4729084552470461,0.091159572242381,0.0010900872793608645,0.17790796175678125,149.12048507640986,112.6183999999946,180.46010000001743,22.41728783658287,627.431308712004,610.1444999999666,645.0665000000474,10.18079838026692
MONT BLANC 205BH,153460991.0,4238937616,ZP,2019-04-29 19:00:00,2019-05-06 17:15:00,2019,ALPINE,CENTRAL TROUGH NORTH,MIDDLE BARNETT,LEGEND FLEET 4,4872.999,18.0,79.455556,84.0,8944.0,7948.2,7587060.0,11371.6,0.0,31.20729534,-103.89925618611112,3118.7,10326.0,11.421052631578947,270.722167,"508""x5.5""",177949.0,185868.0,36.51734794,1556.95907182,36905.821812596005,865.5993343573989,0.3864965601638505,1.0,0.9979505780492872,0.0,45.625,0.6733791841558595,18759.0,158975.0,2019-09-13,17170.517,84590.516,501908.546,83651.424333,100821.941333,2019-09-14,17262.496,84733.656,505691.045,84281.840833,101544.336833,1942615.82,1900000.0,1948117.85,1948117.85,FIELD ESTIMATE,1181086.9999473481,37295.235294,3.5225085118583817,0.0001873432358353297,8.881699686813194,0.028327725400301693,84.8278355487657,133.27298266902392,4.3336228831807295,154.96030424827438,62.954181281043404,0.20238871880959527,3.144560311135635,0.046812871954874484,0.08412472711651395,1.9580566690548007,0.15909520509453853,63.68043070671256,2.462222616112259,,,40.61160942431534,0.3561133609152207,9.959995759939682,12.350760764761656,0.0,0.2486878409092508,0.05749246104554341,0.0,0.0,0.0466140692498358,0.011454145069230572,0.020117597674278998,0.5466854721138905,0.06873997656452906,0.00019498529892204175,0.068946606114774,258.84213763943274,184.98549999998224,294.08950000000175,27.480421903561883,633.9895713446106,614.3662000000384,645.6592000000741,9.44859208400688
MONT BLANC 206AH,153460993.0,4238937618,P,2019-04-29 01:30:00,2019-05-05 18:15:00,2019,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,LEGEND FLEET 4,4597.999,17.0,79.111765,85.0,8568.0,7643.3,7152000.0,11272.4,0.0,31.207112386470587,-103.89818229882353,3106.1,10594.941176,10.555555555555555,270.470529,"508""x5.5""",172664.0,180114.0,37.55198729,1555.45923346,39856.34674922601,962.2142414860681,0.4408705170278638,1.0,0.9974321836825372,0.0,44.5,0.6596997867594353,,173299.0,2019-09-13,16215.531,83094.431,467395.941,77899.323501,94114.854501,2019-09-13,16215.531,83094.431,467395.941,77899.323501,94114.854501,1430272.13,1550000.0,1460995.85,1550000.0,ENGINEER ESTIMATE,1065779.208105,13223.125,3.8752479725034283,0.0009880755572334587,8.905706772238712,0.005137947137832425,82.44311551243051,132.102340545332,4.46832770555661,141.7090824167745,61.28174260975517,0.2194797640918683,3.066600197846228,0.054628043715012314,0.08795169342848665,1.8693748237551484,0.18063549843710525,55.36198395726282,2.4417478587089385,,,42.809872015109015,0.3628908323901735,9.811315410360617,10.808670167861994,0.0,0.222204325267954,0.21940206312041974,0.0,0.0,0.05363296543864342,0.01400877097781515,0.010668235330887729,0.4030490523460434,0.07605178283502897,0.0009959108891335687,0.23341083409823474,138.5715158310831,77.68949999999516,173.04330000001204,25.427096915740748,635.997903453226,622.2993000000403,658.5024999999538,8.234885924707335
MONT BLANC 208AH,153461230.0,4238937668,ZP,2019-04-15 07:00:00,2019-04-23 03:30:00,2019,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,LEGEND FLEET 4,4837.001,26.0,76.803846,81.6,8894.0,7370.7,9919720.0,11353.4,0.0,31.206290805384615,-103.89301522538462,2923.7,8747.692308,7.703703703703703,186.0385,"508""x5.5""",216625.0,227440.0,44.78498144,2050.79965871,49525.22928994083,1081.5227440828403,0.3834511542159763,1.0,0.9321744587983016,0.06374126921485933,57.266666666666666,0.6664736687316373,12293.0,198026.0,2019-08-16,28189.257,165372.329,693860.819,115643.469831,143832.726831,2019-08-21,29009.735,167122.132,722672.839,120445.473165,149455.208165,2256000.22,2190000.0,2503634.5,2503634.5,FIELD ESTIMATE,1765907.9999110466,25628.666667,6.128817599521255,0.0035864272400165788,8.903431031254026,0.006727170541925635,86.65994376914342,133.18581199057846,4.026128061544797,169.13562625298889,57.97243908806883,0.21432316834109652,2.62393667533716,0.07570370109442542,0.09486063712586468,1.638910136971277,0.1326283384486665,128.47971016789114,2.3388848412310166,,,88.25768139206829,0.2187678110315131,9.468703893082651,14.526351568374801,0.0,0.1276107738152274,0.09758504349650762,0.0,0.0,0.07213666525945207,0.0,0.0131764696245751,0.5709363268298305,0.11498002808325135,0.0035864272400165788,0.09758504349650762,115.36023139623768,72.90820000000429,166.6687999999915,22.428032211147702,637.1139299962308,612.9271999999473,663.6055000000367,9.947811196121757
MONT BLANC 209BH,153461053.0,4238937669,ZP,2019-04-16 00:30:00,2019-04-23 13:30:00,2019,ALPINE,CENTRAL TROUGH NORTH,MIDDLE BARNETT,LEGEND FLEET 4,5101.001,26.0,78.173077,82.0,8610.0,7965.1,9898620.0,11072.2,0.0,31.206715597037036,-103.89171779444445,3108.7,8337.461538,7.7407407407407405,196.192346,"508""x5.5""",206071.0,216774.0,40.3981493,1940.52500676,49183.42657342657,1023.9081707765919,0.38841977898417374,1.0,0.9965666647323933,0.0,27.307692307692307,0.5606243946059644,640.0,206156.0,2019-08-20,19026.26,106924.956,685088.557,114181.426164,133207.686164,2019-08-20,19026.26,106924.956,685088.557,114181.426164,133207.686164,2106234.62,2160000.0,2345634.5,2345634.5,FIELD ESTIMATE,1597299.4999724862,24001.76,4.539327271325036,0.00015698920434576488,8.864323037447788,0.025010331659590768,85.77986852700163,133.1392351454259,4.223996082440092,157.0906240718646,62.889042631747415,0.2031683984924575,3.0186287784304637,0.05232808780972399,0.08456629635195445,1.9608864696092487,0.14503690553386067,117.86442795609321,2.4260644390295405,,,53.808427026032426,0.2924484854426821,9.670746615135279,12.550370542254655,0.0,0.2149279597524141,0.025535370916652086,0.0,0.0,0.052199911258398894,0.000555635765265662,0.021883224878644088,0.5976367572229978,0.08711771236915088,0.0001338181253789571,0.02609100668191775,230.76484131171057,173.30070000001487,267.7605000000105,16.926111250083675,635.2819656614647,619.0770999999902,653.8700999999506,8.310370225475957
MONT BLANC 211AH,153461010.0,4238937673,ZP,2019-04-01 19:00:00,2019-04-08 20:45:00,2019,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,LEGEND FLEET 4,4692.001,24.0,77.579167,84.0,11316.0,7752.1,8708640.0,11378.6,0.0,31.206228719583333,-103.89027560041667,2826.5,9580.875,7.72,195.500042,"508""x5.5""",219369.0,229941.0,46.75382635,1856.06098549,47002.590674,1183.986399,0.418713120682,1.0,0.971333604727629,0.022671861928897676,55.833333333333336,0.6614240802258892,,223537.0,2019-08-12,23152.303,119678.676,661066.15,110177.691667,133329.994667,2019-08-12,23152.303,119678.676,661066.15,110177.691667,133329.994667,2150923.08,2120000.0,1912804.11,2150923.08,SAP,1741296.9759106673,9092.304348,4.396686196762881,0.0013506899922696384,8.90420168413424,0.006495350048604641,82.95618485436191,132.07418404034613,4.447691484683984,151.73362542530228,58.688708678132066,0.2192115374537585,3.0099784060117365,0.059281295906084726,0.0887240756281555,1.802309129727372,0.1735077000965455,76.83460564853875,2.4231002393121153,,,55.91708104215638,0.32832281194621177,9.457947028945147,12.597111767604654,0.0,0.1962830942894965,0.20891744022974013,0.0,0.0,0.05791453191818874,0.02104992444538801,0.011145487039857202,0.41814793378912296,0.0851811319198318,0.0013768444281483465,0.2299673646751283,81.08571567723881,-1.9583000000000983,116.30070000001136,23.016079064269245,630.1916312007321,607.9424000000291,648.1694000000127,10.15108481860979
MONT BLANC 212BH,153461030.0,4238937675,ZP,2019-04-03 15:45:00,2019-04-13 17:00:00,2019,ALPINE,CENTRAL TROUGH NORTH,MIDDLE BARNETT,LEGEND FLEET 4,4972.001,25.0,77.344,83.0,8819.0,7722.3,9205020.0,11534.2,0.0,31.2065167732,-103.8888992256,3023.4,8448.52,7.730769230769231,198.88004,"508""x5.5""",201139.0,211213.0,40.45433619,1851.37130906,47627.96417910448,1040.7192039800996,0.4001878606965174,1.0,0.9936982889000919,0.0,51.0,0.6860897728796803,,202326.0,2019-08-12,15529.304,99308.254,699878.049,116646.341496,132175.645496,2019-08-12,15529.304,99308.254,699878.049,116646.341496,132175.645496,2426052.18,2250000.0,2335162.25,2426052.18,SAP,2015479.1701024312,18999.875,4.367432817421747,0.00010252350656830536,8.860150191909662,0.02580179854175963,85.56435376093741,133.2670052257321,4.245098243546568,156.89123093876609,59.79658844978378,0.200095353499754,3.04351961688588,0.0506662483083824,0.08342399322766407,1.9223914790716918,0.14900728406288472,104.67114792226955,2.434510322737901,,,58.5179587691129,0.297648402720533,9.115980358081133,13.142823928906601,0.0,0.21833786704285565,0.019187198491113173,0.0,0.0,0.05059477609610581,0.00371499511477734,0.022420947947164614,0.6016066246069119,0.08405911125719838,7.474189579376318e-05,0.02290219360589049,228.03172406313752,153.77020000001872,246.38540000002243,15.265917428505773,624.7576907551846,605.8028000000357,644.731000000035,11.694930086252407
MONT BLANC 301BH,124276447.0,4238935502,P,2017-02-17 15:15:00,2017-02-27 13:15:00,2017,ALPINE,CENTRAL TROUGH NORTH,PENN,PUMPCO FLEET 5,4581.001,23.0,64.969565,72.0,10040.0,8048.6,8184070.0,10932.9,0.0,31.206989903913044,-103.89185376565217,3320.4,10015.652174,7.695652173913044,199.173957,"508""x5""",223365.0,230360.0,48.75899394,1786.52438626,46237.68361581921,1261.949152542373,0.3670596892655367,0.9505942642230577,0.8789250617525278,0.11047482807030014,103.73913043478261,0.6258316135355134,225092.0,,2017-07-03,3732.349,129953.278,183265.661,30544.276832,34276.625832,2017-07-03,3732.349,129953.278,183265.661,30544.276832,34276.625832,2291179.18,2600000.0,2017103.57,2600000.0,ENGINEER ESTIMATE,2216873.6055544,17652.200952,5.8397278899668255,0.012001021693260935,8.972688696236421,0.011627601848491487,95.9786352019351,158.64906873639447,3.068566571992668,145.08720089535015,49.92025783593292,0.2765894742130584,2.663431394969024,0.0702140840831717,0.10714698919648173,1.302356374338634,0.2106469255248114,18.721491377636077,2.3607953737157663,,,13.40549808364326,0.4543290093797319,9.099386473815699,12.461357418537553,0.0,0.2461727359980392,0.11391521706593095,0.0,0.0,0.0580988260055369,0.0,0.006123578807379557,0.4572252766448881,0.10633419577206484,0.012109982376792384,0.11391521706593095,682.6042766538453,618.8139999999393,738.4183000000177,36.26233488149338,1012.9206025693379,968.2149000000195,1073.0434999999773,26.39103747750136
MONT BLANC 401AH,178467.0,4238935223,P,2016-07-12 20:15:00,2016-07-16 23:59:00,2016,ALPINE,CENTRAL TROUGH NORTH,UPPER WOLFCAMP,FTS INTERNATIONAL,4768.999,24.0,83.925,93.0,7802.0,6369.5,8491961.0,9131.5,0.0,31.20706032375,-103.89712888,2171.2,8127.666667,1.0,198.708292,"508""x5.5""",184301.0,195064.0,38.64563612,1780.65900203,353831.708333,7679.208333,3.496875,0.9384456924362035,0.0,0.0,0.0,0.5214329609185684,,,2016-11-16,28050.218,78443.033,75783.189,12630.531504,40680.749504,2016-11-16,28050.218,78443.033,75783.189,12630.531504,40680.749504,1668063.74,,1589076.37,1668063.74,SAP,1295879.3851600853,15723.008261,1.5725235093643508,0.005593615268888586,12.80942134930159,-0.005011684523981506,71.46487643154549,125.71223137053177,5.5574780187429536,99.67550548069927,57.27935616011421,0.1664067171565101,3.0695998625351684,0.025274445470102543,0.06327848187565104,1.7272142572759088,0.26102732167033754,54.91985960326186,2.5626096880594518,,125.80682548165358,56.755012013593074,0.6540447103975033,8.00385598146277,5.516808529424479,0.0,0.2533398796156581,0.05318138261001548,0.0,0.0,0.01966688935349475,0.14051460934425136,0.010381789988755658,0.4863439354494923,0.030960202079501918,0.005594222020236645,0.19369599195426687,95.76347990711172,-74.47800000000248,157.37699999998654,51.94064574161746,1066.2888710824584,944.6181000000107,1181.6206999999206,67.29007193661637
MONT BLANC 501AH,153455795.0,4238936695,P,2018-06-19 06:45:00,2018-06-26 22:45:00,2018,ALPINE,PARASEQUENCE - CENTRAL TROUGH NORTH,UPPER 3RD BSPG,STINGRAY PRESSURE PUMPING FLEET ORANGE,4737.999,25.0,79.396,84.0,11120.0,7048.2,18723310.0,8833.7,0.0,31.2061847736,-103.8921017492,1919.5,17322.32,8.0,189.51996,"508""x5.5""",413727.0,433058.0,87.32103996,3951.7336327,93616.55,2068.635,0.39698,0.9860482379229792,0.9941358907031886,0.0,97.64,0.5828988362251674,416261.0,,2018-10-31,37297.216,188972.701,150223.797,25037.299501,62334.515501,2018-11-06,38554.621,192884.372,165088.313,27514.718833,66069.339833,4152536.75,4250000.0,3389729.12,4250000.0,ENGINEER ESTIMATE,3391317.92778575,15961.8125,2.837914749344946,0.0017688876448554048,12.631746421702445,4.633571964190978e-05,71.53006572231651,123.69909249660836,5.570415612237989,80.9868565772312,40.79259631086697,0.162391590549989,3.362057710133543,0.04495495095903945,0.06899623261351262,1.2434998167545772,0.2484112514302969,152.4849623553054,2.518681111871312,,130.57295921443304,150.410868264939,0.34214753438624856,5.693326678477972,5.0403673558337285,0.0,0.16028665551993496,0.008032260232035765,0.0,0.0,0.043252881340349034,0.2781311176083616,0.01737630077841681,0.436656788397748,0.054535933065685535,0.0016990044155632854,0.28616337784039725,,,,,,,,
MT. HUNTER 101AH,153449716.0,4238935748,P,2017-08-10 10:00:00,2017-08-16 03:15:00,2017,ALPINE,FOOTWALL B,UPPER WOODFORD,PYTHON PRESSURE PUMPING,4732.999,24.0,69.279167,74.5,8452.0,6347.7,8559097.0,10157.4,0.0,31.044381462916668,-103.753502485,2186.4,10716.875,8.0,197.208292,"508""x5.5""",250427.0,257205.0,52.91084997,1808.38766288,44578.630208,1304.307292,0.3608289948,0.8922059184514441,0.9902167098595599,0.0,102.08333333333333,0.5106638982550041,250427.0,,2017-12-24,8893.019,117613.691,438678.131,73113.021834,82006.040834,2017-12-24,8893.019,117613.691,438678.131,73113.021834,82006.040834,2575736.79,2542200.0,2418302.6,2575736.79,SAP,2116679.477908329,9630.608696,6.019204125262914,7.921374963866641e-05,9.231146398877893,0.012974316386008095,76.81066453037457,118.39123560913494,5.280329653940566,372.0537400486401,45.94861386625743,0.17525073378223702,3.0393606743606383,0.031241729110460636,0.0517179894291585,1.4688352078866214,0.13518458145108864,539.4910691612939,2.4143255006209574,,,572.256924276655,0.24822122443861394,6.086161834522174,41.13721581211046,0.0,0.17062145359102862,0.0,0.0,0.0,0.03121976274384135,0.05219546117066429,0.01590211762211399,0.618043762282344,0.1119883818434776,2.38824832606808e-05,0.05219546117066429,87.09646142769346,38.50669999999856,123.25089999999399,16.566125754223687,287.0311130805125,254.47699999997815,307.0747999999998,12.340244469093046
MT. HUNTER 102CH,153449717.0,4238935750,P,2017-08-16 12:00:00,2017-08-22 23:00:00,2017,ALPINE,FOOTWALL B,LOWER WOODFORD,PYTHON PRESSURE PUMPING,4822.999,25.0,73.028,76.7,9315.0,6869.5,8690841.0,10308.0,0.0,31.0445278756,-103.7547728456,2789.6,10607.12,7.72,192.91996,"508""x5.5""",257417.0,265178.0,53.37280808,1801.95786895,45030.264249,1333.766839,0.37838342,0.8905031170170988,0.9229071895018589,0.06738094220661417,100.0,0.5132908876916077,257417.0,,2017-11-04,10933.036,184437.192,412132.358,68688.726328,79621.762328,2017-11-05,11037.48,185925.192,419046.358,69841.059662,80878.539662,2491039.62,2490000.0,1899873.19,2491039.62,SAP,2143371.816855768,7259.903333,4.3490259913065215,0.002469869600467616,9.273908545858504,0.0015687753919609046,72.88693517766205,123.03892680196272,5.4478202935735585,296.08958039849205,61.890550025623895,0.19693860058654294,3.260819324237997,0.033802807130086814,0.05643415468867252,2.377513584263516,0.2297646497646312,101.52072962376957,2.4573031556616365,,,117.69902126737087,0.4545693718400572,6.188093533360082,29.3780570655244,0.0,0.18862883552649545,0.10007928375156894,0.0,0.0,0.03123090344253553,0.2067705666804695,0.002723379976930984,0.38378611381860944,0.0842287117061024,0.002562069624613502,0.30684985043203844,251.43868155730735,231.48580000000715,263.49570000001125,9.214766353872756,282.7651388320065,266.7212000000233,305.07720000000177,11.135227005111801
